text,norm,category,lemma,source
Aussage,aussage,noun,aussage,docs/cefr/goethe_a1_wortliste.pdf
richtig,richtig,adverb,richtig,docs/cefr/goethe_a1_wortliste.pdf
falsch,falsch,adverb,falsch,docs/cefr/goethe_a1_wortliste.pdf
aussehen,aussehen,verb,aussehen,docs/cefr/goethe_a1_wortliste.pdf
schön,schön,adverb,schön,docs/cefr/goethe_a1_wortliste.pdf
aussteigen,aussteigen,verb,aussteigen,docs/cefr/goethe_a1_wortliste.pdf
Ausweis,ausweis,noun,ausweis,docs/cefr/goethe_a1_wortliste.pdf
ausziehen,ausziehen,verb,ausziehen,docs/cefr/goethe_a1_wortliste.pdf
Zieh,zieh,verb,zieh,docs/cefr/goethe_a1_wortliste.pdf
Schuhe,schuhe,noun,schuh,docs/cefr/goethe_a1_wortliste.pdf
Autobahn,autobahn,noun,autobahn,docs/cefr/goethe_a1_wortliste.pdf
Automat,automat,noun,automat,docs/cefr/goethe_a1_wortliste.pdf
Fahrkarten,fahrkarten,noun,fahrkarte,docs/cefr/goethe_a1_wortliste.pdf
automatisch,automatisch,adverb,automatisch,docs/cefr/goethe_a1_wortliste.pdf
nichts,nichts,pronoun,nichts,docs/cefr/goethe_a1_wortliste.pdf
Bäckerei,bäckerei,noun,bäckerei,docs/cefr/goethe_a1_wortliste.pdf
mal,mal,adverb,mal,docs/cefr/goethe_a1_wortliste.pdf
schnell,schnell,adverb,schnell,docs/cefr/goethe_a1_wortliste.pdf
Bad,bad,proper noun,bad,docs/cefr/goethe_a1_wortliste.pdf
großes,großes,adjective,groß,docs/cefr/goethe_a1_wortliste.pdf
baden,baden,verb,baden,docs/cefr/goethe_a1_wortliste.pdf
gern,gern,adverb,gern,docs/cefr/goethe_a1_wortliste.pdf
dusche,dusche,noun,dusche,docs/cefr/goethe_a1_wortliste.pdf
lieber,lieber,adverb,lieb,docs/cefr/goethe_a1_wortliste.pdf
Bahn,bahn,noun,bahn,docs/cefr/goethe_a1_wortliste.pdf
nehme,nehme,verb,nehmen,docs/cefr/goethe_a1_wortliste.pdf
Bahnsteig,bahnsteig,noun,bahnsteig,docs/cefr/goethe_a1_wortliste.pdf
welchem,welchem,article,welcher,docs/cefr/goethe_a1_wortliste.pdf
bald,bald,adverb,bald,docs/cefr/goethe_a1_wortliste.pdf
Balkon,balkon,noun,balkon,docs/cefr/goethe_a1_wortliste.pdf
kleinen,kleinen,adjective,klein,docs/cefr/goethe_a1_wortliste.pdf
Banane,banane,noun,banane,docs/cefr/goethe_a1_wortliste.pdf
sitzt,sitzt,verb,sitzen,docs/cefr/goethe_a1_wortliste.pdf
Park,park,noun,park,docs/cefr/goethe_a1_wortliste.pdf
bar,bar,adverb,bar,docs/cefr/goethe_a1_wortliste.pdf
Muss,muss,verb,muss,docs/cefr/goethe_a1_wortliste.pdf
zahlen,zahlen,verb,zahlen,docs/cefr/goethe_a1_wortliste.pdf
Karte,karte,noun,karte,docs/cefr/goethe_a1_wortliste.pdf
Bauch,bauch,noun,bauch,docs/cefr/goethe_a1_wortliste.pdf
Seit,seit,conjunction,seit,docs/cefr/goethe_a1_wortliste.pdf
gestern,gestern,adverb,gestern,docs/cefr/goethe_a1_wortliste.pdf
Baum,baum,noun,baum,docs/cefr/goethe_a1_wortliste.pdf
Vorsicht,vorsicht,noun,vorsicht,docs/cefr/goethe_a1_wortliste.pdf
fahr,fahr,verb,fahr,docs/cefr/goethe_a1_wortliste.pdf
Beamte,beamte,noun,beamter,docs/cefr/goethe_a1_wortliste.pdf
Fragen,fragen,noun,frage,docs/cefr/goethe_a1_wortliste.pdf
Beamtin,beamtin,noun,beamtin,docs/cefr/goethe_a1_wortliste.pdf
Schalter,schalter,noun,schalter,docs/cefr/goethe_a1_wortliste.pdf
bedeuten,bedeuten,verb,bedeuten,docs/cefr/goethe_a1_wortliste.pdf
beginnen,beginnen,verb,beginnen,docs/cefr/goethe_a1_wortliste.pdf
Spiel,spiel,noun,spiel,docs/cefr/goethe_a1_wortliste.pdf
Offenbach,offenbach,proper noun,offenbach,docs/cefr/goethe_a1_wortliste.pdf
liegt,liegt,verb,liegen,docs/cefr/goethe_a1_wortliste.pdf
Eltern,eltern,noun,eltern,docs/cefr/goethe_a1_wortliste.pdf
regnet,regnet,verb,regnen,docs/cefr/goethe_a1_wortliste.pdf
beide,beide,pronoun,beide,docs/cefr/goethe_a1_wortliste.pdf
Bein,bein,noun,bein,docs/cefr/goethe_a1_wortliste.pdf
rechtes,rechtes,adjective,rechter,docs/cefr/goethe_a1_wortliste.pdf
Kannst,kannst,noun,kannst,docs/cefr/goethe_a1_wortliste.pdf
Viele,viele,pronoun,viele,docs/cefr/goethe_a1_wortliste.pdf
Verwandten,verwandten,noun,verwandte,docs/cefr/goethe_a1_wortliste.pdf
bekannt,bekannt,adverb,bekannt,docs/cefr/goethe_a1_wortliste.pdf
Picasso,picasso,proper noun,picasso,docs/cefr/goethe_a1_wortliste.pdf
Bekannte,bekannte,noun,bekannte,docs/cefr/goethe_a1_wortliste.pdf
Bekannter,bekannter,noun,bekannter,docs/cefr/goethe_a1_wortliste.pdf
Klaus,klaus,proper noun,klaus,docs/cefr/goethe_a1_wortliste.pdf
Medikament,medikament,noun,medikament,docs/cefr/goethe_a1_wortliste.pdf
Apotheke,apotheke,noun,apotheke,docs/cefr/goethe_a1_wortliste.pdf
benutzen,benutzen,verb,benutzen,docs/cefr/goethe_a1_wortliste.pdf
Ihr,ihr,pronoun,ihr,docs/cefr/goethe_a1_wortliste.pdf
besetzt,besetzt,verb,besetzen,docs/cefr/goethe_a1_wortliste.pdf
Platz,platz,noun,platz,docs/cefr/goethe_a1_wortliste.pdf
besichtigen,besichtigen,verb,besichtigen,docs/cefr/goethe_a1_wortliste.pdf
Dom,dom,noun,dom,docs/cefr/goethe_a1_wortliste.pdf
best,best,proper noun,best,docs/cefr/goethe_a1_wortliste.pdf
bestellen,bestellen,verb,bestellen,docs/cefr/goethe_a1_wortliste.pdf
Buch,buch,noun,buch,docs/cefr/goethe_a1_wortliste.pdf
besuchen,besuchen,verb,besuchen,docs/cefr/goethe_a1_wortliste.pdf
Bett,bett,noun,bett,docs/cefr/goethe_a1_wortliste.pdf
brauchen,brauchen,verb,brauchen,docs/cefr/goethe_a1_wortliste.pdf
Bier,bier,noun,bier,docs/cefr/goethe_a1_wortliste.pdf
Noch,noch,adverb,noch,docs/cefr/goethe_a1_wortliste.pdf
Bild,bild,noun,bild,docs/cefr/goethe_a1_wortliste.pdf
deinem,deinem,article,dein,docs/cefr/goethe_a1_wortliste.pdf
Sohn,sohn,noun,sohn,docs/cefr/goethe_a1_wortliste.pdf
billig,billig,adverb,billig,docs/cefr/goethe_a1_wortliste.pdf
kostet,kostet,verb,kosten,docs/cefr/goethe_a1_wortliste.pdf
Birne,birne,noun,birne,docs/cefr/goethe_a1_wortliste.pdf
bis,bis,conjunction,bis,docs/cefr/goethe_a1_wortliste.pdf
Stuttgart,stuttgart,proper noun,stuttgart,docs/cefr/goethe_a1_wortliste.pdf
warte,warte,verb,warten,docs/cefr/goethe_a1_wortliste.pdf
bisschen,bisschen,adverb,bisschen,docs/cefr/goethe_a1_wortliste.pdf
spreche,spreche,verb,sprechen,docs/cefr/goethe_a1_wortliste.pdf
Französisch,französisch,noun,französisch,docs/cefr/goethe_a1_wortliste.pdf
Tasse,tasse,noun,tasse,docs/cefr/goethe_a1_wortliste.pdf
Kaffee,kaffee,noun,kaffee,docs/cefr/goethe_a1_wortliste.pdf
leise,leise,adverb,leise,docs/cefr/goethe_a1_wortliste.pdf
bitten,bitten,verb,bitten,docs/cefr/goethe_a1_wortliste.pdf
bitter,bitter,adverb,bitter,docs/cefr/goethe_a1_wortliste.pdf
schmeckt,schmeckt,verb,schmecken,docs/cefr/goethe_a1_wortliste.pdf
bleiben,bleiben,verb,bleiben,docs/cefr/goethe_a1_wortliste.pdf
Bleistift,bleistift,noun,bleistift,docs/cefr/goethe_a1_wortliste.pdf
Blick,blick,noun,blick,docs/cefr/goethe_a1_wortliste.pdf
Hotel,hotel,noun,hotel,docs/cefr/goethe_a1_wortliste.pdf
guten,guten,adjective,gut,docs/cefr/goethe_a1_wortliste.pdf
Rhein,rhein,proper noun,rhein,docs/cefr/goethe_a1_wortliste.pdf
Blume,blume,noun,blume,docs/cefr/goethe_a1_wortliste.pdf
Gefallen,gefallen,noun,gefallen,docs/cefr/goethe_a1_wortliste.pdf
Antwortbogen,antwortbogen,noun,antwortboge,docs/cefr/goethe_a1_wortliste.pdf
böse,böse,adverb,böse,docs/cefr/goethe_a1_wortliste.pdf
Brauchst,brauchst,proper noun,brauchst,docs/cefr/goethe_a1_wortliste.pdf
breit,breit,adverb,breit,docs/cefr/goethe_a1_wortliste.pdf
Briefmarke,briefmarke,noun,briefmarke,docs/cefr/goethe_a1_wortliste.pdf
Kaufst,kaufst,noun,kaufst,docs/cefr/goethe_a1_wortliste.pdf
bringen,bringen,verb,bringen,docs/cefr/goethe_a1_wortliste.pdf
ihn,ihn,pronoun,ihn,docs/cefr/goethe_a1_wortliste.pdf
Brot,brot,noun,brot,docs/cefr/goethe_a1_wortliste.pdf
Weißbrot,weißbrot,noun,weißbrot,docs/cefr/goethe_a1_wortliste.pdf
Nimm,nimm,adverb,nimm,docs/cefr/goethe_a1_wortliste.pdf
paar,paar,article,paar,docs/cefr/goethe_a1_wortliste.pdf
Fahrt,fahrt,noun,fahrt,docs/cefr/goethe_a1_wortliste.pdf
Brötchen,brötchen,noun,brötchen,docs/cefr/goethe_a1_wortliste.pdf
Möchtest,möchtest,conjunction,möchtest,docs/cefr/goethe_a1_wortliste.pdf
Frühstück,frühstück,noun,frühstück,docs/cefr/goethe_a1_wortliste.pdf
teuer,teuer,adverb,teuer,docs/cefr/goethe_a1_wortliste.pdf
Wörterbuch,wörterbuch,noun,wörterbuch,docs/cefr/goethe_a1_wortliste.pdf
Buchstabe,buchstabe,noun,buchstabe,docs/cefr/goethe_a1_wortliste.pdf
buchstabieren,buchstabieren,verb,buchstabieren,docs/cefr/goethe_a1_wortliste.pdf
Bus,bus,noun,bus,docs/cefr/goethe_a1_wortliste.pdf
Butter,butter,noun,butter,docs/cefr/goethe_a1_wortliste.pdf
Käse,käse,noun,käse,docs/cefr/goethe_a1_wortliste.pdf
CD,cd,noun,cd,docs/cefr/goethe_a1_wortliste.pdf
Lieblings-CD,lieblings-cd,noun,lieblings-cd,docs/cefr/goethe_a1_wortliste.pdf
Chef,chef,noun,chef,docs/cefr/goethe_a1_wortliste.pdf
Chefin,chefin,noun,chefin,docs/cefr/goethe_a1_wortliste.pdf
Mainz,mainz,proper noun,mainz,docs/cefr/goethe_a1_wortliste.pdf
Computer,computer,noun,computer,docs/cefr/goethe_a1_wortliste.pdf
bekommst,bekommst,verb,bekommsen,docs/cefr/goethe_a1_wortliste.pdf
hinten,hinten,adverb,hinten,docs/cefr/goethe_a1_wortliste.pdf
ja,ja,adverb,ja,docs/cefr/goethe_a1_wortliste.pdf
gerade,gerade,adverb,gerade,docs/cefr/goethe_a1_wortliste.pdf
Paul,paul,proper noun,paul,docs/cefr/goethe_a1_wortliste.pdf
Herr,herr,noun,herr,docs/cefr/goethe_a1_wortliste.pdf
Klein,klein,proper noun,klein,docs/cefr/goethe_a1_wortliste.pdf
Dame,dame,noun,dame,docs/cefr/goethe_a1_wortliste.pdf
Toilette,toilette,noun,toilette,docs/cefr/goethe_a1_wortliste.pdf
geehrte,geehrte,adjective,geehrt,docs/cefr/goethe_a1_wortliste.pdf
daneben,daneben,adverb,daneben,docs/cefr/goethe_a1_wortliste.pdf
kennst,kennst,verb,kennen,docs/cefr/goethe_a1_wortliste.pdf
doch,doch,conjunction,doch,docs/cefr/goethe_a1_wortliste.pdf
Ihnen,ihnen,pronoun,ihnen,docs/cefr/goethe_a1_wortliste.pdf
Einladung,einladung,noun,einladung,docs/cefr/goethe_a1_wortliste.pdf
Herzlichen,herzlichen,noun,herzlich,docs/cefr/goethe_a1_wortliste.pdf
dann,dann,adverb,dann,docs/cefr/goethe_a1_wortliste.pdf
schreiben,schreiben,verb,schreiben,docs/cefr/goethe_a1_wortliste.pdf
dauern,dauern,verb,dauern,docs/cefr/goethe_a1_wortliste.pdf
Film,film,noun,film,docs/cefr/goethe_a1_wortliste.pdf
deins,deins,pronoun,dein,docs/cefr/goethe_a1_wortliste.pdf
krank,krank,adverb,krank,docs/cefr/goethe_a1_wortliste.pdf
suchst,suchst,verb,suchst,docs/cefr/goethe_a1_wortliste.pdf
Kuchen,kuchen,noun,kuchen,docs/cefr/goethe_a1_wortliste.pdf
Disco,disco,noun,disco,docs/cefr/goethe_a1_wortliste.pdf
abend,abend,adverb,abend,docs/cefr/goethe_a1_wortliste.pdf
tanzen,tanzen,verb,tanzen,docs/cefr/goethe_a1_wortliste.pdf
Doktor,doktor,noun,doktor,docs/cefr/goethe_a1_wortliste.pdf
Tochter,tochter,noun,tochter,docs/cefr/goethe_a1_wortliste.pdf
Doppelzimmer,doppelzimmer,noun,doppelzimmer,docs/cefr/goethe_a1_wortliste.pdf
Wollen,wollen,verb,wollen,docs/cefr/goethe_a1_wortliste.pdf
Einzelzimmer,einzelzimmer,noun,einzelzimmer,docs/cefr/goethe_a1_wortliste.pdf
Dorf,dorf,noun,dorf,docs/cefr/goethe_a1_wortliste.pdf
lebt,lebt,verb,leben,docs/cefr/goethe_a1_wortliste.pdf
dort,dort,adverb,dort,docs/cefr/goethe_a1_wortliste.pdf
her,her,adverb,her,docs/cefr/goethe_a1_wortliste.pdf
hin,hin,adverb,hin,docs/cefr/goethe_a1_wortliste.pdf
Deine,deine,article,deine,docs/cefr/goethe_a1_wortliste.pdf
Tasche,tasche,noun,tasche,docs/cefr/goethe_a1_wortliste.pdf
kannst,kannst,verb,könnsten,docs/cefr/goethe_a1_wortliste.pdf
dorthin,dorthin,adverb,dorthin,docs/cefr/goethe_a1_wortliste.pdf
stellen,stellen,verb,stellen,docs/cefr/goethe_a1_wortliste.pdf
unser,unser,article,unser,docs/cefr/goethe_a1_wortliste.pdf
draußen,draußen,adverb,draußen,docs/cefr/goethe_a1_wortliste.pdf
drucken,drucken,verb,drucken,docs/cefr/goethe_a1_wortliste.pdf
kaputt,kaputt,adverb,kaputt,docs/cefr/goethe_a1_wortliste.pdf
drücken,drücken,verb,drücken,docs/cefr/goethe_a1_wortliste.pdf
Drück,drück,adverb,drück,docs/cefr/goethe_a1_wortliste.pdf
Breite,breite,noun,breite,docs/cefr/goethe_a1_wortliste.pdf
Durchsage,durchsage,noun,durchsage,docs/cefr/goethe_a1_wortliste.pdf
rauchen,rauchen,verb,rauchen,docs/cefr/goethe_a1_wortliste.pdf
einladen,einladen,verb,einladen,docs/cefr/goethe_a1_wortliste.pdf
Durst,durst,noun,durst,docs/cefr/goethe_a1_wortliste.pdf
trinken,trinken,verb,trinken,docs/cefr/goethe_a1_wortliste.pdf
duschen,duschen,noun,duschen,docs/cefr/goethe_a1_wortliste.pdf
Ecke,ecke,noun,ecke,docs/cefr/goethe_a1_wortliste.pdf
links,links,adverb,links,docs/cefr/goethe_a1_wortliste.pdf
Ehefrau,ehefrau,noun,ehefrau,docs/cefr/goethe_a1_wortliste.pdf
Ehemann,ehemann,noun,ehemann,docs/cefr/goethe_a1_wortliste.pdf
Ehe,ehe,noun,ehe,docs/cefr/goethe_a1_wortliste.pdf
Mann,mann,noun,mann,docs/cefr/goethe_a1_wortliste.pdf
Frau,frau,noun,frau,docs/cefr/goethe_a1_wortliste.pdf
Ei,ei,noun,ei,docs/cefr/goethe_a1_wortliste.pdf
eilig,eilig,adverb,eilig,docs/cefr/goethe_a1_wortliste.pdf
einfach,einfach,adverb,einfach,docs/cefr/goethe_a1_wortliste.pdf
ganz,ganz,adverb,ganz,docs/cefr/goethe_a1_wortliste.pdf
Hin,hin,noun,hin,docs/cefr/goethe_a1_wortliste.pdf
zurück,zurück,adverb,zurück,docs/cefr/goethe_a1_wortliste.pdf
einfaches,einfaches,adjective,einfach,docs/cefr/goethe_a1_wortliste.pdf
Zimmer,zimmer,noun,zimmer,docs/cefr/goethe_a1_wortliste.pdf
Eingang,eingang,noun,eingang,docs/cefr/goethe_a1_wortliste.pdf
einkaufen,einkaufen,verb,einkaufen,docs/cefr/goethe_a1_wortliste.pdf
Danke,danke,noun,danke,docs/cefr/goethe_a1_wortliste.pdf
einmal,einmal,adverb,einmal,docs/cefr/goethe_a1_wortliste.pdf
einsteigen,einsteigen,verb,einsteigen,docs/cefr/goethe_a1_wortliste.pdf
steig,steig,verb,steig,docs/cefr/goethe_a1_wortliste.pdf
Eintritt,eintritt,noun,eintritt,docs/cefr/goethe_a1_wortliste.pdf
Spanien,spanien,proper noun,spanien,docs/cefr/goethe_a1_wortliste.pdf
E-Mail,e-mail,noun,e-mail,docs/cefr/goethe_a1_wortliste.pdf
Empfänger,empfänger,noun,empfänger,docs/cefr/goethe_a1_wortliste.pdf
Welchen,welchen,pronoun,welchen,docs/cefr/goethe_a1_wortliste.pdf
Wein,wein,noun,wein,docs/cefr/goethe_a1_wortliste.pdf
enden,enden,verb,enden,docs/cefr/goethe_a1_wortliste.pdf
Ende,ende,noun,ende,docs/cefr/goethe_a1_wortliste.pdf
entschuldigen,entschuldigen,verb,entschuldigen,docs/cefr/goethe_a1_wortliste.pdf
Entschuldigen,entschuldigen,noun,entschuldigen,docs/cefr/goethe_a1_wortliste.pdf
Entschuldigung,entschuldigung,noun,entschuldigung,docs/cefr/goethe_a1_wortliste.pdf
Ali,ali,proper noun,ali,docs/cefr/goethe_a1_wortliste.pdf
Ergebnis,ergebnis,noun,ergebnis,docs/cefr/goethe_a1_wortliste.pdf
Tests,tests,noun,test,docs/cefr/goethe_a1_wortliste.pdf
erklären,erklären,verb,erklären,docs/cefr/goethe_a1_wortliste.pdf
erlauben,erlauben,verb,erlauben,docs/cefr/goethe_a1_wortliste.pdf
Rauchen,rauchen,noun,rauchen,docs/cefr/goethe_a1_wortliste.pdf
erzählen,erzählen,verb,erzählen,docs/cefr/goethe_a1_wortliste.pdf
euch,euch,pronoun,euch,docs/cefr/goethe_a1_wortliste.pdf
essen,essen,verb,essen,docs/cefr/goethe_a1_wortliste.pdf
euer,euer,article,euer,docs/cefr/goethe_a1_wortliste.pdf
Fahrer,fahrer,noun,fahrer,docs/cefr/goethe_a1_wortliste.pdf
Fahrrad,fahrrad,noun,fahrrad,docs/cefr/goethe_a1_wortliste.pdf
Fährst,fährst,noun,fährst,docs/cefr/goethe_a1_wortliste.pdf
Familienname,familienname,noun,familienname,docs/cefr/goethe_a1_wortliste.pdf
Familiennamen,familiennamen,noun,familiennamen,docs/cefr/goethe_a1_wortliste.pdf
Garc,garc,proper noun,garc,docs/cefr/goethe_a1_wortliste.pdf
Gonz,gonz,proper noun,gonz,docs/cefr/goethe_a1_wortliste.pdf
ledig,ledig,adverb,ledig,docs/cefr/goethe_a1_wortliste.pdf
gefällt,gefällt,verb,gefällen,docs/cefr/goethe_a1_wortliste.pdf
Fax,fax,noun,fax,docs/cefr/goethe_a1_wortliste.pdf
Schicken,schicken,noun,schicken,docs/cefr/goethe_a1_wortliste.pdf
Feier,feier,noun,feier,docs/cefr/goethe_a1_wortliste.pdf
Feierabend,feierabend,noun,feierabend,docs/cefr/goethe_a1_wortliste.pdf
Feiertag,feiertag,noun,feiertag,docs/cefr/goethe_a1_wortliste.pdf
feiern,feiern,verb,feiern,docs/cefr/goethe_a1_wortliste.pdf
Geburtstag,geburtstag,noun,geburtstag,docs/cefr/goethe_a1_wortliste.pdf
Müller,müller,proper noun,müller,docs/cefr/goethe_a1_wortliste.pdf
seit,seit,preposition,seit,docs/cefr/goethe_a1_wortliste.pdf
Fehler,fehler,noun,fehler,docs/cefr/goethe_a1_wortliste.pdf
fertig,fertig,adverb,fertig,docs/cefr/goethe_a1_wortliste.pdf
Bist,bist,verb,bist,docs/cefr/goethe_a1_wortliste.pdf
Feuer,feuer,noun,feuer,docs/cefr/goethe_a1_wortliste.pdf
Fieber,fieber,noun,fieber,docs/cefr/goethe_a1_wortliste.pdf
Firma,firma,noun,firma,docs/cefr/goethe_a1_wortliste.pdf
jetzt,jetzt,adverb,jetzt,docs/cefr/goethe_a1_wortliste.pdf
Fisch,fisch,noun,fisch,docs/cefr/goethe_a1_wortliste.pdf
Fleisch,fleisch,noun,fleisch,docs/cefr/goethe_a1_wortliste.pdf
mag,mag,verb,mögen,docs/cefr/goethe_a1_wortliste.pdf
Flasche,flasche,noun,flasche,docs/cefr/goethe_a1_wortliste.pdf
fliegen,fliegen,verb,fliegen,docs/cefr/goethe_a1_wortliste.pdf
Deshalb,deshalb,adverb,deshalb,docs/cefr/goethe_a1_wortliste.pdf
abfliegen,abfliegen,verb,abfliegen,docs/cefr/goethe_a1_wortliste.pdf
fliegst,fliegst,adverb,fliegst,docs/cefr/goethe_a1_wortliste.pdf
Abflug,abflug,noun,abflug,docs/cefr/goethe_a1_wortliste.pdf
Flughafen,flughafen,noun,flughafen,docs/cefr/goethe_a1_wortliste.pdf
Flugzeug,flugzeug,noun,flugzeug,docs/cefr/goethe_a1_wortliste.pdf
später,später,adverb,spät,docs/cefr/goethe_a1_wortliste.pdf
Foto,foto,noun,foto,docs/cefr/goethe_a1_wortliste.pdf
fragen,fragen,verb,fragen,docs/cefr/goethe_a1_wortliste.pdf
Becker,becker,proper noun,becker,docs/cefr/goethe_a1_wortliste.pdf
Schmitt,schmitt,proper noun,schmitt,docs/cefr/goethe_a1_wortliste.pdf
frei,frei,adverb,frei,docs/cefr/goethe_a1_wortliste.pdf
Fußball,fußball,noun,fußball,docs/cefr/goethe_a1_wortliste.pdf
fremd,fremd,adverb,fremd,docs/cefr/goethe_a1_wortliste.pdf
freuen,freuen,verb,freuen,docs/cefr/goethe_a1_wortliste.pdf
früher,früher,adverb,früh,docs/cefr/goethe_a1_wortliste.pdf
zusammen,zusammen,adverb,zusammen,docs/cefr/goethe_a1_wortliste.pdf
Kino,kino,noun,kino,docs/cefr/goethe_a1_wortliste.pdf
frühstücken,frühstücken,verb,frühstücken,docs/cefr/goethe_a1_wortliste.pdf
frühstücke,frühstücke,verb,frühstück,docs/cefr/goethe_a1_wortliste.pdf
Führung,führung,noun,führung,docs/cefr/goethe_a1_wortliste.pdf
Haustür,haustür,noun,haustür,docs/cefr/goethe_a1_wortliste.pdf
Fuß,fuß,noun,fuß,docs/cefr/goethe_a1_wortliste.pdf
linke,linke,adjective,linker,docs/cefr/goethe_a1_wortliste.pdf
Spielt,spielt,verb,spielt,docs/cefr/goethe_a1_wortliste.pdf
gerne,gerne,adverb,gerne,docs/cefr/goethe_a1_wortliste.pdf
Garten,garten,noun,garten,docs/cefr/goethe_a1_wortliste.pdf
Gast,gast,noun,gast,docs/cefr/goethe_a1_wortliste.pdf
Kugelschreiber,kugelschreiber,noun,kugelschreiber,docs/cefr/goethe_a1_wortliste.pdf
geboren,geboren,verb,gebären,docs/cefr/goethe_a1_wortliste.pdf
Zagreb,zagreb,proper noun,zagreb,docs/cefr/goethe_a1_wortliste.pdf
Geburtsjahr,geburtsjahr,noun,geburtsjahr,docs/cefr/goethe_a1_wortliste.pdf
Sohnes,sohnes,proper noun,sohn,docs/cefr/goethe_a1_wortliste.pdf
Glückwunsch,glückwunsch,noun,glückwunsch,docs/cefr/goethe_a1_wortliste.pdf
gefallen,gefallen,verb,fallen,docs/cefr/goethe_a1_wortliste.pdf
gegen,gegen,preposition,gegen,docs/cefr/goethe_a1_wortliste.pdf
Fahr,fahr,proper noun,fahr,docs/cefr/goethe_a1_wortliste.pdf
Wer,wer,pronoun,wer,docs/cefr/goethe_a1_wortliste.pdf
wen,wen,pronoun,wen,docs/cefr/goethe_a1_wortliste.pdf
gehören,gehören,verb,gehören,docs/cefr/goethe_a1_wortliste.pdf
Wem,wem,adverb,wem,docs/cefr/goethe_a1_wortliste.pdf
Gemüse,gemüse,noun,gemüse,docs/cefr/goethe_a1_wortliste.pdf
mitnehmen,mitnehmen,verb,mitnehmen,docs/cefr/goethe_a1_wortliste.pdf
geradeaus,geradeaus,adverb,geradeaus,docs/cefr/goethe_a1_wortliste.pdf
Geschenk,geschenk,noun,geschenk,docs/cefr/goethe_a1_wortliste.pdf
schöne,schöne,adjective,schön,docs/cefr/goethe_a1_wortliste.pdf
Geschwister,geschwister,noun,geschwister,docs/cefr/goethe_a1_wortliste.pdf
Gespräch,gespräch,noun,gespräch,docs/cefr/goethe_a1_wortliste.pdf
Kunz,kunz,proper noun,kunz,docs/cefr/goethe_a1_wortliste.pdf
gestorben,gestorben,verb,sterben,docs/cefr/goethe_a1_wortliste.pdf
Lieblingsgetränk,lieblingsgetränk,noun,lieblingsgetränk,docs/cefr/goethe_a1_wortliste.pdf
Tomatensaft,tomatensaft,noun,tomatensaft,docs/cefr/goethe_a1_wortliste.pdf
gewinnen,gewinnen,verb,gewinnen,docs/cefr/goethe_a1_wortliste.pdf
Glas,glas,noun,glas,docs/cefr/goethe_a1_wortliste.pdf
glauben,glauben,verb,glauben,docs/cefr/goethe_a1_wortliste.pdf
gleiche,gleiche,adjective,gleich,docs/cefr/goethe_a1_wortliste.pdf
Gleis,gleis,noun,gleis,docs/cefr/goethe_a1_wortliste.pdf
ICE,ice,noun,ice,docs/cefr/goethe_a1_wortliste.pdf
hält,hält,verb,halten,docs/cefr/goethe_a1_wortliste.pdf
Glück,glück,noun,glück,docs/cefr/goethe_a1_wortliste.pdf
Viel,viel,article,viel,docs/cefr/goethe_a1_wortliste.pdf
glücklich,glücklich,adverb,glücklich,docs/cefr/goethe_a1_wortliste.pdf
verheiratet,verheiratet,verb,verheiraten,docs/cefr/goethe_a1_wortliste.pdf
Celsius,celsius,noun,celsius,docs/cefr/goethe_a1_wortliste.pdf
gratulieren,gratulieren,verb,gratulieren,docs/cefr/goethe_a1_wortliste.pdf
grillen,grillen,verb,grillen,docs/cefr/goethe_a1_wortliste.pdf
groß,groß,adverb,groß,docs/cefr/goethe_a1_wortliste.pdf
Größe,größe,noun,größe,docs/cefr/goethe_a1_wortliste.pdf
Großeltern,großeltern,noun,großelter,docs/cefr/goethe_a1_wortliste.pdf
Japan,japan,proper noun,japan,docs/cefr/goethe_a1_wortliste.pdf
Großmutter,großmutter,noun,großmutter,docs/cefr/goethe_a1_wortliste.pdf
Eva,eva,proper noun,eva,docs/cefr/goethe_a1_wortliste.pdf
Großvater,großvater,noun,großvater,docs/cefr/goethe_a1_wortliste.pdf
Gruppe,gruppe,noun,gruppe,docs/cefr/goethe_a1_wortliste.pdf
Grüße,grüße,verb,gruß,docs/cefr/goethe_a1_wortliste.pdf
freundlichen,freundlichen,adjective,freundlich,docs/cefr/goethe_a1_wortliste.pdf
Grüßen,grüßen,noun,grüße,docs/cefr/goethe_a1_wortliste.pdf
gültig,gültig,adverb,gültig,docs/cefr/goethe_a1_wortliste.pdf
Pass,pass,noun,pass,docs/cefr/goethe_a1_wortliste.pdf
günstig,günstig,adverb,günstig,docs/cefr/goethe_a1_wortliste.pdf
günstige,günstige,adjective,günstig,docs/cefr/goethe_a1_wortliste.pdf
Haar,haar,noun,haar,docs/cefr/goethe_a1_wortliste.pdf
Hähnchen,hähnchen,noun,hähnchen,docs/cefr/goethe_a1_wortliste.pdf
Halbpension,halbpension,noun,halbpension,docs/cefr/goethe_a1_wortliste.pdf
Möchten,möchten,noun,möchten,docs/cefr/goethe_a1_wortliste.pdf
Vollpension,vollpension,noun,vollpension,docs/cefr/goethe_a1_wortliste.pdf
Halle,halle,noun,halle,docs/cefr/goethe_a1_wortliste.pdf
hallo,hallo,proper noun,hallo,docs/cefr/goethe_a1_wortliste.pdf
Inge,inge,proper noun,inge,docs/cefr/goethe_a1_wortliste.pdf
